id,season,year,holiday,weekday,workingday,weather,temp,feel_temp,hum,windspeed,promotion_level,promotion_type,promotion_level_external,promotion_type_external,casual,registered,cnt
12946,summer,2016,0,5,1,fair,0.7225,0.652162,0.39625,0.102608,7,0,9,0,710,4116,4826
12947,summer,2016,0,6,0,fair,0.738333,0.667308,0.444583,0.115062,0,0,1,1,1228,2915,4143
12948,summer,2016,0,0,0,cloud,0.716667,0.668575,0.6825,0.228858,6,1,1,0,1245,2367,3612
12949,summer,2016,1,1,0,cloud,0.726667,0.665417,0.637917,0.0814792,0,1,4,2,1639,2978,4617
12950,summer,2016,0,2,1,fair,0.746667,0.696338,0.590417,0.126258,4,1,9,1,593,3634,4227
12951,summer,2016,0,3,1,fair,0.72,0.685633,0.743333,0.149883,7,0,9,0,461,3845,4306
12952,summer,2016,0,4,1,fair,0.75,0.686871,0.65125,0.1592,7,1,7,1,450,3838,4288
12953,summer,2016,0,5,1,cloud,0.709167,0.670483,0.757917,0.225129,5,1,10,3,410,3348,3758
12954,summer,2016,0,6,0,fair,0.733333,0.664158,0.609167,0.167912,3,0,9,2,1111,3348,4459
12955,summer,2016,0,0,0,fair,0.7475,0.690025,0.578333,0.183471,4,0,10,3,987,3138,4125
12956,summer,2016,0,1,1,fair,0.7625,0.729804,0.635833,0.282337,5,1,9,2,433,3363,3796
12957,summer,2016,0,2,1,fair,0.794167,0.739275,0.559167,0.200254,4,0,1,3,407,3596,4003
12958,summer,2016,0,3,1,fair,0.746667,0.689404,0.631667,0.146133,4,0,1,2,446,3594,4040
12959,summer,2016,0,4,1,fair,0.680833,0.635104,0.47625,0.240667,8,0,4,1,508,4196,4704
12960,summer,2016,0,5,1,fair,0.663333,0.624371,0.59125,0.182833,6,0,3,1,730,4220,4950
12961,summer,2016,0,6,0,fair,0.686667,0.638263,0.585,0.208342,6,1,4,0,1321,3505,4826
12962,summer,2016,0,0,0,fair,0.719167,0.669833,0.604167,0.245033,4,0,8,2,1112,3296,4408
12963,summer,2016,0,1,1,fair,0.746667,0.703925,0.65125,0.215804,2,1,4,1,496,3617,4113
12964,summer,2016,0,2,1,fair,0.776667,0.747479,0.650417,0.1306,6,0,5,0,455,3789,4244
12965,summer,2016,0,3,1,fair,0.768333,0.74685,0.707083,0.113817,4,1,5,0,400,3688,4088
12966,summer,2016,0,4,1,cloud,0.815,0.826371,0.69125,0.222021,6,1,6,2,385,3152,3537
12967,summer,2016,0,5,1,fair,0.848333,0.840896,0.580417,0.1331,5,0,9,1,375,2825,3200
12968,summer,2016,0,6,0,fair,0.849167,0.804287,0.5,0.131221,5,1,5,0,628,2298,2926
12969,summer,2016,0,0,0,fair,0.83,0.794829,0.550833,0.169171,3,0,9,2,652,2556,3208
12970,summer,2016,0,1,1,fair,0.743333,0.720958,0.757083,0.0908083,1,0,8,0,365,3272,3637
12971,summer,2016,0,2,1,fair,0.771667,0.696979,0.540833,0.200258,3,1,5,1,452,3840,4292
12972,summer,2016,0,3,1,fair,0.775,0.690667,0.402917,0.183463,4,1,3,1,457,3901,4358
12973,summer,2016,0,4,1,fair,0.779167,0.7399,0.583333,0.178479,3,1,3,3,379,3784,4163
12974,summer,2016,0,5,1,fair,0.838333,0.785967,0.5425,0.174138,5,0,3,3,424,3176,3600
12975,summer,2016,0,6,0,fair,0.804167,0.728537,0.465833,0.168537,3,1,2,3,906,2916,3822
12976,summer,2016,0,0,0,fair,0.805833,0.729796,0.480833,0.164813,2,1,10,3,888,2778,3666
12977,summer,2016,0,1,1,fair,0.771667,0.703292,0.550833,0.156717,5,0,3,2,446,3537,3983
12978,summer,2016,0,2,1,fair,0.783333,0.707071,0.49125,0.20585,5,1,1,2,478,4044,4522
12979,summer,2016,0,3,1,cloud,0.731667,0.679937,0.6575,0.135583,4,1,5,2,300,3107,3407
12980,summer,2016,0,4,1,cloud,0.71,0.664788,0.7575,0.19715,7,1,1,3,456,3777,4233
12981,summer,2016,0,5,1,fair,0.710833,0.656567,0.630833,0.184696,4,0,2,3,585,3843,4428
12982,summer,2016,0,6,0,cloud,0.716667,0.676154,0.755,0.22825,4,1,2,1,864,2773,3637
12983,summer,2016,0,0,0,fair,0.7425,0.715292,0.752917,0.201487,0,1,1,0,763,2487,3250
12984,summer,2016,0,1,1,fair,0.765,0.703283,0.592083,0.192175,6,1,10,0,503,3480,3983
12985,summer,2016,0,2,1,fair,0.775,0.724121,0.570417,0.151121,1,1,3,0,535,3695,4230
12986,summer,2016,0,3,1,fair,0.766667,0.684983,0.424167,0.200258,4,1,8,3,518,3896,4414
12987,summer,2016,0,4,1,fair,0.7175,0.651521,0.42375,0.164796,6,0,5,0,481,3980,4461
12988,summer,2016,0,5,1,fair,0.708333,0.654042,0.415,0.125621,4,1,3,0,611,3854,4465
12989,summer,2016,0,6,0,cloud,0.685833,0.645858,0.729583,0.211454,6,0,8,0,854,2646,3500
12990,summer,2016,0,0,0,cloud,0.676667,0.624388,0.8175,0.222633,5,0,5,0,767,2482,3249
12991,summer,2016,0,1,1,fair,0.665833,0.616167,0.712083,0.208954,7,1,4,3,450,3563,4013
12992,summer,2016,0,2,1,fair,0.700833,0.645837,0.578333,0.236329,2,1,10,0,429,4004,4433
12993,summer,2016,0,3,1,fair,0.723333,0.666671,0.575417,0.143667,0,0,7,3,406,4026,4432
12994,summer,2016,0,4,1,fair,0.711667,0.662258,0.654583,0.233208,6,0,4,1,384,3166,3550
12995,summer,2016,0,5,1,cloud,0.685,0.633221,0.722917,0.139308,3,0,4,3,465,3356,3821
12996,summer,2016,0,6,0,fair,0.6975,0.648996,0.674167,0.104467,5,0,8,2,1072,3277,4349
12997,summer,2016,0,0,0,fair,0.710833,0.675525,0.77,0.248754,8,0,2,0,730,2624,3354
12998,summer,2016,0,1,1,fair,0.691667,0.638254,0.47,0.27675,4,0,4,1,486,3925,4411
12999,summer,2016,0,2,1,fair,0.640833,0.606067,0.455417,0.146763,3,0,5,1,709,4614,5323
13000,summer,2016,0,3,1,fair,0.673333,0.630692,0.605,0.253108,2,0,9,3,534,4181,4715
13001,summer,2016,0,4,1,cloud,0.684167,0.645854,0.771667,0.210833,4,0,1,2,272,3107,3379
13002,summer,2016,0,5,1,fair,0.7,0.659733,0.76125,0.0839625,4,1,2,0,463,3893,4356
13003,summer,2016,0,6,0,cloud,0.68,0.635556,0.85,0.375617,4,0,3,3,200,889,1089
13004,summer,2016,0,0,0,fair,0.707059,0.647959,0.561765,0.304659,5,1,6,3,812,2919,3731
13005,summer,2016,0,1,1,fair,0.636667,0.607958,0.554583,0.159825,1,1,10,3,433,3905,4338
13006,summer,2016,0,2,1,fair,0.639167,0.594704,0.548333,0.125008,6,1,4,3,453,4429,4882
13007,summer,2016,0,3,1,fair,0.656667,0.611121,0.597917,0.0833333,6,1,1,3,411,4370,4781
13008,autumn,2016,0,4,1,fair,0.655,0.614921,0.639167,0.141796,3,1,5,2,464,4332,4796
13009,autumn,2016,0,5,1,cloud,0.643333,0.604808,0.727083,0.139929,5,1,6,2,508,3852,4360
13010,autumn,2016,0,6,0,fair,0.669167,0.633213,0.716667,0.185325,7,0,2,2,1080,2549,3629
13011,autumn,2016,0,0,0,fair,0.709167,0.665429,0.742083,0.206467,5,0,1,2,1375,2419,3794
13012,autumn,2016,1,1,0,cloud,0.673333,0.625646,0.790417,0.212696,5,1,4,3,713,2115,2828
13013,autumn,2016,0,2,1,rain,0.54,0.5152,0.886957,0.343943,4,0,7,1,129,2506,2635
13014,autumn,2016,0,3,1,rain,0.599167,0.544229,0.917083,0.0970208,7,1,6,1,103,1878,1981
13015,autumn,2016,0,4,1,rain,0.633913,0.555361,0.939565,0.192748,1,1,7,0,122,1689,1811
13016,autumn,2016,0,5,1,cloud,0.65,0.578946,0.897917,0.124379,7,0,1,3,274,3127,3401
13017,autumn,2016,0,6,0,fair,0.66,0.607962,0.75375,0.153608,3,1,6,2,990,3595,4585
13018,autumn,2016,0,0,0,fair,0.653333,0.609229,0.71375,0.115054,6,0,2,1,932,3413,4345
13019,autumn,2016,0,1,1,fair,0.644348,0.60213,0.692174,0.088913,7,1,2,2,421,4023,4444
13020,autumn,2016,0,2,1,fair,0.650833,0.603554,0.7125,0.141804,9,1,6,2,419,4062,4481
13021,autumn,2016,0,3,1,fair,0.673333,0.6269,0.697083,0.1673,7,1,10,0,395,4138,4533
13022,autumn,2016,0,4,1,cloud,0.5775,0.553671,0.709167,0.271146,6,1,10,2,263,3231,3494
13023,autumn,2016,0,5,1,cloud,0.469167,0.461475,0.590417,0.164183,4,1,1,2,426,4018,4444
13024,autumn,2016,0,6,0,cloud,0.491667,0.478512,0.718333,0.189675,6,1,3,1,808,3077,3885
13025,autumn,2016,0,0,0,fair,0.5075,0.490537,0.695,0.178483,5,1,9,1,775,2921,3696
13026,autumn,2016,0,1,1,cloud,0.549167,0.529675,0.69,0.151742,3,1,4,1,405,3848,4253
13027,autumn,2016,0,2,1,cloud,0.561667,0.532217,0.88125,0.134954,5,1,9,2,272,3203,3475
13028,autumn,2016,0,3,1,cloud,0.595,0.550533,0.9,0.0964042,1,1,8,0,329,3813,4142
13029,autumn,2016,0,4,1,cloud,0.628333,0.554963,0.902083,0.128125,2,1,1,2,337,4240,4577
13030,autumn,2016,0,5,1,cloud,0.609167,0.522125,0.9725,0.0783667,6,0,4,1,194,2137,2331
13031,autumn,2016,0,6,0,cloud,0.606667,0.564412,0.8625,0.0783833,6,1,9,0,995,3647,4642
13032,autumn,2016,0,0,0,cloud,0.634167,0.572637,0.845,0.0503792,4,1,1,1,882,3466,4348
13033,autumn,2016,0,1,1,cloud,0.649167,0.589042,0.848333,0.1107,2,0,4,2,410,3946,4356
13034,autumn,2016,0,2,1,cloud,0.636667,0.574525,0.885417,0.118171,5,0,1,1,300,3643,3943
13035,autumn,2016,0,3,1,cloud,0.635,0.575158,0.84875,0.148629,6,1,3,1,299,3427,3726
13036,autumn,2016,0,4,1,fair,0.616667,0.574512,0.699167,0.172883,5,0,4,2,391,4186,4577
13037,autumn,2016,0,5,1,fair,0.564167,0.544829,0.6475,0.206475,5,1,7,2,481,4372,4853
13038,autumn,2016,0,6,0,cloud,0.41,0.412863,0.75375,0.292296,3,0,7,2,316,1949,2265
13039,autumn,2016,0,0,0,cloud,0.356667,0.345317,0.791667,0.222013,7,0,4,2,379,2302,2681
13040,autumn,2016,0,1,1,cloud,0.384167,0.392046,0.760833,0.0833458,3,1,4,2,210,3240,3450
13041,autumn,2016,0,2,1,fair,0.484167,0.472858,0.71,0.205854,2,1,9,3,293,3970,4263
13042,autumn,2016,0,3,1,fair,0.538333,0.527138,0.647917,0.17725,0,1,4,3,337,4267,4604
13043,autumn,2016,0,4,1,fair,0.494167,0.480425,0.620833,0.134954,4,0,7,1,377,4126,4503
13044,autumn,2016,0,5,1,fair,0.510833,0.504404,0.684167,0.0223917,6,0,2,3,543,4036,4579
13045,autumn,2016,0,6,0,fair,0.521667,0.513242,0.70125,0.0454042,6,1,7,3,1224,3174,4398
13046,autumn,2016,0,0,0,fair,0.540833,0.523983,0.7275,0.06345,7,0,10,2,1304,3114,4418
13047,autumn,2016,1,1,0,fair,0.570833,0.542925,0.73375,0.0423042,7,1,4,1,860,3603,4463
13048,autumn,2016,0,2,1,cloud,0.566667,0.546096,0.80875,0.143042,3,1,3,2,388,3896,4284
13049,autumn,2016,0,3,1,rain,0.543333,0.517717,0.90625,0.24815,7,1,10,1,139,2199,2338
13050,autumn,2016,0,4,1,cloud,0.589167,0.551804,0.896667,0.141787,6,0,10,1,199,2623,2822
13051,autumn,2016,0,5,1,cloud,0.550833,0.529675,0.71625,0.223883,4,1,5,3,320,3115,3435
13052,autumn,2016,0,6,0,fair,0.506667,0.498725,0.483333,0.258083,9,0,1,0,1048,3318,4366
13053,autumn,2016,0,0,0,fair,0.511667,0.503154,0.486667,0.281717,5,1,6,3,969,3293,4262
13054,autumn,2016,0,1,1,fair,0.534167,0.510725,0.579583,0.175379,3,0,8,2,420,3857,4277
13055,autumn,2016,0,2,1,cloud,0.5325,0.522721,0.701667,0.110087,4,0,2,0,375,4111,4486
13056,autumn,2016,0,3,1,rain,0.541739,0.513848,0.895217,0.243339,9,1,3,1,157,2170,2327
13057,autumn,2016,0,4,1,fair,0.475833,0.466525,0.63625,0.422275,6,1,2,3,271,3724,3995
13058,autumn,2016,0,5,1,fair,0.4275,0.423596,0.574167,0.221396,5,1,2,2,391,3628,4019
13059,autumn,2016,0,6,0,fair,0.4225,0.425492,0.629167,0.0926667,4,0,7,0,848,2809,3657
13060,autumn,2016,0,0,0,fair,0.421667,0.422333,0.74125,0.0995125,6,1,9,1,903,2762,3665
13061,autumn,2016,0,1,1,fair,0.463333,0.457067,0.772083,0.118792,3,0,4,0,407,3488,3895
13062,autumn,2016,0,2,1,fair,0.471667,0.463375,0.622917,0.166658,5,1,6,1,401,3992,4393
13063,autumn,2016,0,3,1,cloud,0.484167,0.472846,0.720417,0.148642,7,0,2,2,247,3490,3737
13064,autumn,2016,0,4,1,cloud,0.47,0.457046,0.812917,0.197763,4,0,3,1,161,2419,2580
13065,autumn,2016,0,5,1,cloud,0.330833,0.318812,0.585833,0.229479,5,0,7,1,266,3291,3557
13066,autumn,2016,0,6,0,rain,0.254167,0.227913,0.8825,0.351371,5,1,3,1,71,570,641
13067,autumn,2016,0,0,0,fair,0.319167,0.321329,0.62375,0.176617,5,0,3,1,523,2446,2969
13068,autumn,2016,0,1,1,fair,0.34,0.356063,0.703333,0.10635,8,0,1,2,225,3307,3532
13069,autumn,2016,0,2,1,fair,0.400833,0.397088,0.68375,0.135571,5,0,6,2,251,3658,3909
13070,autumn,2016,0,3,1,fair,0.3775,0.390133,0.71875,0.0820917,6,0,1,0,231,3816,4047
13071,autumn,2016,0,4,1,fair,0.408333,0.405921,0.702083,0.136817,3,1,1,3,204,3656,3860
13072,autumn,2016,0,5,1,cloud,0.403333,0.403392,0.6225,0.271779,5,1,2,1,277,3576,3853
13073,autumn,2016,0,6,0,fair,0.326667,0.323854,0.519167,0.189062,4,1,3,0,664,2770,3434
13074,autumn,2016,0,0,0,fair,0.348333,0.362358,0.734583,0.0920542,4,0,6,2,561,2697,3258
13075,autumn,2016,0,1,1,fair,0.395,0.400871,0.75875,0.057225,2,1,6,0,242,3662,3904
13076,autumn,2016,0,2,1,fair,0.408333,0.412246,0.721667,0.0690375,7,1,10,1,239,3829,4068
13077,autumn,2016,0,3,1,fair,0.4,0.409079,0.758333,0.0621958,5,1,10,3,199,3804,4003
13078,autumn,2016,0,4,1,cloud,0.38,0.373721,0.813333,0.189067,4,0,9,1,128,2743,2871
13079,autumn,2016,1,5,0,fair,0.324167,0.306817,0.44625,0.314675,6,1,5,0,293,2928,3221
13080,autumn,2016,0,6,0,fair,0.356667,0.357942,0.552917,0.212062,5,0,1,1,722,2792,3514
13081,autumn,2016,0,0,0,fair,0.440833,0.43055,0.458333,0.281721,7,0,1,2,590,2713,3303
13082,autumn,2016,0,1,1,fair,0.53,0.524612,0.587083,0.306596,5,1,4,1,354,3891,4245
13083,autumn,2016,0,2,1,cloud,0.53,0.507579,0.68875,0.199633,5,0,6,1,275,3746,4021
13084,autumn,2016,0,3,1,rain,0.456667,0.451988,0.93,0.136829,6,0,3,3,98,1672,1770
13085,autumn,2016,0,4,1,cloud,0.341667,0.323221,0.575833,0.305362,4,0,7,3,95,2914,3009
13086,autumn,2016,0,5,1,fair,0.274167,0.272721,0.41,0.168533,3,0,1,3,166,3147,3313
13087,autumn,2016,0,6,0,fair,0.329167,0.324483,0.502083,0.224496,4,1,2,0,556,2720,3276
13088,autumn,2016,0,0,0,cloud,0.463333,0.457058,0.684583,0.18595,5,1,1,3,479,2733,3212
13089,autumn,2016,0,1,1,rain,0.4475,0.445062,0.91,0.138054,5,0,2,1,142,2545,2687
13090,autumn,2016,0,2,1,rain,0.416667,0.421696,0.9625,0.118792,6,0,1,2,58,1538,1596
13091,autumn,2016,0,3,1,cloud,0.440833,0.430537,0.757917,0.335825,7,0,5,3,84,2454,2538
13092,autumn,2016,1,4,0,fair,0.373333,0.372471,0.549167,0.167304,6,0,3,3,353,935,1288
13093,autumn,2016,0,5,1,fair,0.375,0.380671,0.64375,0.0988958,8,1,2,1,601,1697,2298
13094,autumn,2016,0,6,0,fair,0.375833,0.385087,0.681667,0.0684208,2,0,2,1,718,1819,2537
13095,autumn,2016,0,0,0,fair,0.459167,0.4558,0.698333,0.208954,6,0,6,3,494,2261,2755
13096,autumn,2016,0,1,1,fair,0.503478,0.490122,0.743043,0.142122,5,0,3,3,184,3614,3798
13097,autumn,2016,0,2,1,cloud,0.458333,0.451375,0.830833,0.258092,2,1,6,0,87,2818,2905
13098,autumn,2016,0,3,1,fair,0.325,0.311221,0.613333,0.271158,5,1,5,1,126,3425,3551
13099,winter,2016,0,4,1,fair,0.3125,0.305554,0.524583,0.220158,8,0,3,0,113,3545,3658
13100,winter,2016,0,5,1,fair,0.314167,0.331433,0.625833,0.100754,5,0,1,1,168,3672,3840
13101,winter,2016,0,6,0,fair,0.299167,0.310604,0.612917,0.0957833,4,1,9,3,423,2908,3331
13102,winter,2016,0,0,0,fair,0.330833,0.3491,0.775833,0.0839583,5,0,2,1,386,2851,3237
13103,winter,2016,0,1,1,cloud,0.385833,0.393925,0.827083,0.0622083,3,0,5,3,146,3578,3724
13104,winter,2016,0,2,1,rain,0.4625,0.4564,0.949583,0.232583,6,1,7,0,74,2468,2542
13105,winter,2016,0,3,1,rain,0.41,0.400246,0.970417,0.266175,8,0,6,3,22,655,677
13106,winter,2016,0,4,1,fair,0.265833,0.256938,0.58,0.240058,2,0,5,1,91,3172,3263
13107,winter,2016,0,5,1,fair,0.290833,0.317542,0.695833,0.0827167,1,1,7,0,164,3359,3523
13108,winter,2016,0,6,0,fair,0.275,0.266412,0.5075,0.233221,2,0,4,3,312,2688,3000
13109,winter,2016,0,0,0,fair,0.220833,0.253154,0.49,0.0665417,4,1,5,3,253,2366,2619
13110,winter,2016,0,1,1,fair,0.238333,0.270196,0.670833,0.06345,6,0,7,2,95,3167,3262
13111,winter,2016,0,2,1,fair,0.2825,0.301138,0.59,0.14055,6,1,7,3,98,3368,3466
13112,winter,2016,0,3,1,cloud,0.3175,0.338362,0.66375,0.0609583,5,0,3,0,112,3562,3674
13113,winter,2016,0,4,1,cloud,0.4225,0.412237,0.634167,0.268042,6,0,2,3,110,3528,3638
13114,winter,2016,0,5,1,cloud,0.375,0.359825,0.500417,0.260575,7,1,3,0,117,3399,3516
13115,winter,2016,0,6,0,cloud,0.258333,0.249371,0.560833,0.243167,3,1,1,1,192,2464,2656
13116,winter,2016,0,0,0,fair,0.238333,0.245579,0.58625,0.169779,8,1,2,1,169,2211,2380
13117,winter,2016,0,1,1,fair,0.276667,0.280933,0.6375,0.172896,3,1,5,1,154,3143,3297
13118,winter,2016,0,2,1,cloud,0.385833,0.396454,0.595417,0.0615708,3,0,4,0,141,3534,3675
13119,winter,2016,0,3,1,cloud,0.428333,0.428017,0.858333,0.2214,3,1,9,1,74,2553,2627
13120,winter,2016,0,4,1,cloud,0.423333,0.426121,0.7575,0.047275,6,0,4,3,143,2841,2984
13121,winter,2016,0,5,1,fair,0.373333,0.377513,0.68625,0.274246,6,1,6,1,110,2046,2156
13122,winter,2016,0,6,0,fair,0.3025,0.299242,0.5425,0.190304,6,1,1,1,144,856,1000
13123,winter,2016,0,0,0,fair,0.274783,0.279961,0.681304,0.155091,8,0,9,1,213,451,664
13124,winter,2016,1,1,0,fair,0.321739,0.315535,0.506957,0.239465,8,0,5,1,271,887,1158
13125,winter,2016,0,2,1,cloud,0.325,0.327633,0.7625,0.18845,3,1,10,1,67,1059,1126
13126,winter,2016,0,3,1,fair,0.29913,0.279974,0.503913,0.293961,4,0,1,0,144,2047,2191
13127,winter,2016,0,4,1,fair,0.248333,0.263892,0.574167,0.119412,5,0,3,3,145,2169,2314
13128,winter,2016,0,5,1,fair,0.311667,0.318812,0.636667,0.134337,4,0,6,0,278,2508,2786
13129,winter,2016,0,6,0,fair,0.41,0.414121,0.615833,0.220154,5,0,9,3,405,1820,2225
