101,citrus fruit,semi-finished bread,margarine,ready soups,,,,,,,,,,,,,,,,,,,
883,packaged fruit/vegetables,whole milk,dessert,yogurt,UHT-milk,margarine,bottled water,long life bakery product,,,,,,,,,,,,,,,
884,meat,rolls/buns,soda,specialty bar,,,,,,,,,,,,,,,,,,,
885,whole milk,dessert,,,,,,,,,,,,,,,,,,,,,
886,canned beer,,,,,,,,,,,,,,,,,,,,,,
887,chicken,UHT-milk,rolls/buns,coffee,long life bakery product,house keeping products,,,,,,,,,,,,,,,,,
888,rolls/buns,red/blush wine,newspapers,,,,,,,,,,,,,,,,,,,,
889,pet care,bottled water,,,,,,,,,,,,,,,,,,,,,
890,root vegetables,other vegetables,soda,shopping bags,,,,,,,,,,,,,,,,,,,
891,pastry,,,,,,,,,,,,,,,,,,,,,,
892,frankfurter,hamburger meat,whole milk,domestic eggs,rolls/buns,brown bread,margarine,bottled water,flower (seeds),,,,,,,,,,,,,,
893,chicken,grapes,whole milk,whipped/sour cream,mayonnaise,,,,,,,,,,,,,,,,,,
894,frozen dessert,semi-finished bread,,,,,,,,,,,,,,,,,,,,,
895,citrus fruit,tropical fruit,grapes,yogurt,rolls/buns,margarine,canned fruit,bottled water,soda,misc. beverages,candy,female sanitary products,shopping bags,,,,,,,,,,
896,sausage,pork,breadbutterjam,berries,root vegetables,whole milk,butter,rolls/buns,cat food,bottled water,newspapers,,,,,,,,,,,,
897,root vegetables,onions,other vegetables,packaged fruit/vegetables,whole milk,whipped/sour cream,frozen vegetables,rolls/buns,pasta,soups,baking powder,soda,detergent,,,,,,,,,,
898,root vegetables,whole milk,yogurt,rolls/buns,,,,,,,,,,,,,,,,,,,
899,bottled beer,,,,,,,,,,,,,,,,,,,,,,
900,frankfurter,canned beer,,,,,,,,,,,,,,,,,,,,,
901,root vegetables,whole milk,butter,coffee,,,,,,,,,,,,,,,,,,,
902,berries,other vegetables,whipped/sour cream,UHT-milk,bottled water,soda,hygiene articles,newspapers,,,,,,,,,,,,,,,
903,hamburger meat,,,,,,,,,,,,,,,,,,,,,,
904,tropical fruit,whole milk,rolls/buns,semi-finished bread,margarine,fruit/vegetable juice,long life bakery product,newspapers,,,,,,,,,,,,,,,
905,frankfurter,pork,beverages,frozen meals,waffles,,,,,,,,,,,,,,,,,,
906,frankfurter,sausage,frozen fish,margarine,specialty bar,,,,,,,,,,,,,,,,,,
907,soda,newspapers,,,,,,,,,,,,,,,,,,,,,
908,ice cream,,,,,,,,,,,,,,,,,,,,,,
909,breadbutterjam,whole milk,frozen vegetables,brown bread,pastry,coffee,,,,,,,,,,,,,,,,,
910,whole milk,pastry,bottled water,newspapers,photo/film,,,,,,,,,,,,,,,,,,
911,pork,fish,whole milk,butter,curd,yogurt,whipped/sour cream,flour,sugar,,,,,,,,,,,,,,
912,whole milk,chewing gum,,,,,,,,,,,,,,,,,,,,,
913,bottled beer,,,,,,,,,,,,,,,,,,,,,,
914,pork,grapes,UHT-milk,brown bread,margarine,,,,,,,,,,,,,,,,,,
915,root vegetables,pot plants,,,,,,,,,,,,,,,,,,,,,
916,canned beer,,,,,,,,,,,,,,,,,,,,,,
917,citrus fruit,root vegetables,whole milk,butter,whipped/sour cream,oil,mustard,bottled water,bottled beer,,,,,,,,,,,,,,
918,pip fruit,herbs,other vegetables,whole milk,coffee,female sanitary products,hygiene articles,shopping bags,,,,,,,,,,,,,,,
919,root vegetables,dessert,yogurt,cream cheese ,rice,,,,,,,,,,,,,,,,,,
920,tropical fruit,curd,rolls/buns,organic products,newspapers,,,,,,,,,,,,,,,,,,
921,breadbutterjam,root vegetables,other vegetables,whole milk,butter,soft cheese,hard cheese,domestic eggs,pasta,coffee,candles,,,,,,,,,,,,
922,chicken,pork,whole milk,butter,white bread,,,,,,,,,,,,,,,,,,
923,citrus fruit,grapes,whole milk,rolls/buns,pastry,oil,margarine,candles,newspapers,,,,,,,,,,,,,,
924,meat,breadbutterjam,tropical fruit,pip fruit,other vegetables,whipped/sour cream,soft cheese,frozen meals,margarine,coffee,fruit/vegetable juice,pot plants,,,,,,,,,,,
925,cream cheese ,spread cheese,rolls/buns,,,,,,,,,,,,,,,,,,,,
926,citrus fruit,herbs,whole milk,bottled water,bottled beer,pot plants,,,,,,,,,,,,,,,,,
927,specialty bar,,,,,,,,,,,,,,,,,,,,,,
928,meat,other vegetables,whole milk,beverages,rolls/buns,margarine,chocolate,napkins,newspapers,,,,,,,,,,,,,,
929,citrus fruit,tropical fruit,pip fruit,,,,,,,,,,,,,,,,,,,,
930,frankfurter,breadbutterjam,tropical fruit,root vegetables,packaged fruit/vegetables,whole milk,frozen vegetables,,,,,,,,,,,,,,,,
931,citrus fruit,whole milk,,,,,,,,,,,,,,,,,,,,,
932,turkey,root vegetables,other vegetables,curd,bottled beer,specialty chocolate,,,,,,,,,,,,,,,,,
933,citrus fruit,onions,whole milk,curd,yogurt,rolls/buns,pasta,mustard,dog food,canned beer,,,,,,,,,,,,,
934,sausage,domestic eggs,,,,,,,,,,,,,,,,,,,,,
935,newspapers,,,,,,,,,,,,,,,,,,,,,,
936,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,,
937,yogurt,,,,,,,,,,,,,,,,,,,,,,
938,yogurt,,,,,,,,,,,,,,,,,,,,,,
939,bottled water,,,,,,,,,,,,,,,,,,,,,,
940,berries,whole milk,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,,,
941,packaged fruit/vegetables,whole milk,rolls/buns,pastry,,,,,,,,,,,,,,,,,,,
942,frankfurter,soda,,,,,,,,,,,,,,,,,,,,,
943,nuts/prunes,whole milk,semi-finished bread,jam,soda,pot plants,shopping bags,,,,,,,,,,,,,,,,
944,citrus fruit,other vegetables,packaged fruit/vegetables,whole milk,butter,whipped/sour cream,flour,sugar,coffee,soda,sparkling wine,dishes,,,,,,,,,,,
945,breadbutterjam,citrus fruit,root vegetables,onions,curd,hard cheese,rolls/buns,fruit/vegetable juice,,,,,,,,,,,,,,,
946,whole milk,yogurt,frozen vegetables,coffee,canned beer,napkins,,,,,,,,,,,,,,,,,
947,other vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,
948,breadbutterjam,other vegetables,,,,,,,,,,,,,,,,,,,,,
949,fish,berries,other vegetables,whole milk,dessert,yogurt,spread cheese,coffee,white wine,red/blush wine,,,,,,,,,,,,,
950,other vegetables,whole milk,curd,frozen vegetables,domestic eggs,sugar,instant coffee,newspapers,,,,,,,,,,,,,,,
951,tropical fruit,berries,root vegetables,whole milk,butter,yogurt,whipped/sour cream,sliced cheese,hard cheese,specialty chocolate,napkins,,,,,,,,,,,,
952,coffee,,,,,,,,,,,,,,,,,,,,,,
953,sausage,pork,other vegetables,frozen fish,rolls/buns,semi-finished bread,artif. sweetener,ready soups,bottled water,hygiene articles,newspapers,,,,,,,,,,,,
954,meat,root vegetables,whipped/sour cream,beverages,cream cheese ,waffles,dishes,,,,,,,,,,,,,,,,
955,chicken,tropical fruit,pip fruit,root vegetables,other vegetables,packaged fruit/vegetables,butter,rolls/buns,margarine,sugar,rum,long life bakery product,abrasive cleaner,,,,,,,,,,
956,berries,whole milk,whipped/sour cream,margarine,organic products,fruit/vegetable juice,shopping bags,,,,,,,,,,,,,,,,
957,frozen meals,misc. beverages,,,,,,,,,,,,,,,,,,,,,
958,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,,
959,breadbutterjam,root vegetables,bottled beer,chocolate,shopping bags,,,,,,,,,,,,,,,,,,
960,chicken,pork,other vegetables,whole milk,whipped/sour cream,UHT-milk,domestic eggs,rolls/buns,bottled water,soda,fruit/vegetable juice,bottled beer,,,,,,,,,,,
961,chicken,pork,hamburger meat,pip fruit,nuts/prunes,root vegetables,other vegetables,whole milk,spread cheese,frozen potato products,brown bread,Instant food products,soda,fruit/vegetable juice,shopping bags,,,,,,,,
962,breadbutterjam,tropical fruit,root vegetables,herbs,other vegetables,whole milk,yogurt,hard cheese,rolls/buns,brown bread,bottled water,bottled beer,salty snack,shopping bags,,,,,,,,,
963,packaged fruit/vegetables,pickled vegetables,,,,,,,,,,,,,,,,,,,,,
964,sugar,,,,,,,,,,,,,,,,,,,,,,
965,frankfurter,sausage,breadbutterjam,root vegetables,packaged fruit/vegetables,whole milk,dessert,yogurt,sliced cheese,ice cream,rolls/buns,soda,,,,,,,,,,,
966,berries,frozen vegetables,pet care,instant coffee,,,,,,,,,,,,,,,,,,,
967,bottled water,soda,chewing gum,napkins,,,,,,,,,,,,,,,,,,,
968,sausage,chicken,citrus fruit,berries,root vegetables,curd,beverages,abrasive cleaner,,,,,,,,,,,,,,,
969,whole milk,UHT-milk,domestic eggs,soda,fruit/vegetable juice,dishes,newspapers,,,,,,,,,,,,,,,,
970,ice cream,rolls/buns,,,,,,,,,,,,,,,,,,,,,
971,frankfurter,citrus fruit,tropical fruit,rolls/buns,,,,,,,,,,,,,,,,,,,
972,root vegetables,whole milk,white bread,brown bread,sweet spreads,dog food,brandy,shopping bags,,,,,,,,,,,,,,,
973,sausage,rolls/buns,specialty chocolate,,,,,,,,,,,,,,,,,,,,
974,sausage,ham,citrus fruit,tropical fruit,berries,packaged fruit/vegetables,whole milk,whipped/sour cream,sliced cheese,pastry,sugar,baking powder,,,,,,,,,,,
975,breadbutterjam,root vegetables,whole milk,cream cheese ,,,,,,,,,,,,,,,,,,,
976,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,,
977,sugar,hygiene articles,,,,,,,,,,,,,,,,,,,,,
978,berries,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,
979,yogurt,beverages,coffee,,,,,,,,,,,,,,,,,,,,
980,pork,breadbutterjam,,,,,,,,,,,,,,,,,,,,,
981,bottled beer,shopping bags,,,,,,,,,,,,,,,,,,,,,
982,curd,butter milk,yogurt,sliced cheese,coffee,,,,,,,,,,,,,,,,,,
983,breadbutterjam,Instant food products,canned beer,,,,,,,,,,,,,,,,,,,,
984,pork,berries,whipped/sour cream,beverages,flour,oil,soda,chocolate,newspapers,,,,,,,,,,,,,,
985,white bread,,,,,,,,,,,,,,,,,,,,,,
986,grapes,whole milk,processed cheese,rolls/buns,white bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,
987,potato products,flower (seeds),,,,,,,,,,,,,,,,,,,,,
988,root vegetables,onions,yogurt,rolls/buns,coffee,bottled water,dishes,,,,,,,,,,,,,,,,
989,chicken,hamburger meat,UHT-milk,soda,canned beer,bathroom cleaner,newspapers,,,,,,,,,,,,,,,,
990,chicken,other vegetables,salt,,,,,,,,,,,,,,,,,,,,
991,fish,cream cheese ,coffee,,,,,,,,,,,,,,,,,,,,
992,canned beer,,,,,,,,,,,,,,,,,,,,,,
993,other vegetables,whole milk,frozen meals,rolls/buns,brown bread,napkins,,,,,,,,,,,,,,,,,
994,chicken,pork,whole milk,frozen vegetables,brown bread,vinegar,bottled beer,red/blush wine,newspapers,,,,,,,,,,,,,,
995,other vegetables,misc. beverages,,,,,,,,,,,,,,,,,,,,,
996,tropical fruit,whole milk,,,,,,,,,,,,,,,,,,,,,
997,whole milk,cake bar,newspapers,,,,,,,,,,,,,,,,,,,,
998,breadbutterjam,hamburger meat,berries,pastry,hygiene articles,,,,,,,,,,,,,,,,,,
999,sausage,grapes,rolls/buns,soda,salty snack,,,,,,,,,,,,,,,,,,
1000,whole milk,rolls/buns,chocolate,,,,,,,,,,,,,,,,,,,,
1001,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,,
1002,citrus fruit,tropical fruit,pip fruit,other vegetables,,,,,,,,,,,,,,,,,,,
1003,whole milk,sliced cheese,domestic eggs,artif. sweetener,bottled water,soda,shopping bags,,,,,,,,,,,,,,,,
1004,pastry,soda,bottled beer,,,,,,,,,,,,,,,,,,,,
1005,tropical fruit,other vegetables,whole milk,yogurt,soft cheese,hard cheese,spread cheese,curd cheese,frozen vegetables,ice cream,pastry,coffee,fruit/vegetable juice,hygiene articles,,,,,,,,,
1006,sliced cheese,pastry,newspapers,,,,,,,,,,,,,,,,,,,,
1007,soda,,,,,,,,,,,,,,,,,,,,,,
1008,ham,citrus fruit,whole milk,dessert,frozen meals,coffee,popcorn,shopping bags,,,,,,,,,,,,,,,
1009,salty snack,,,,,,,,,,,,,,,,,,,,,,
1010,whole milk,curd,cream cheese ,flour,coffee,bottled water,misc. beverages,newspapers,,,,,,,,,,,,,,,
1011,root vegetables,whipped/sour cream,,,,,,,,,,,,,,,,,,,,,
1012,soda,canned beer,shopping bags,,,,,,,,,,,,,,,,,,,,
1013,curd,roll products ,margarine,bottled water,canned beer,white wine,dish cleaner,,,,,,,,,,,,,,,,
1014,bottled water,soda,fruit/vegetable juice,bottled beer,napkins,,,,,,,,,,,,,,,,,,
1015,packaged fruit/vegetables,pot plants,,,,,,,,,,,,,,,,,,,,,
1016,tropical fruit,root vegetables,frozen vegetables,ice cream,bottled water,cling film/bags,,,,,,,,,,,,,,,,,
1017,ham,breadbutterjam,grapes,yogurt,whipped/sour cream,domestic eggs,white bread,pastry,bottled water,fruit/vegetable juice,white wine,salty snack,chocolate,newspapers,shopping bags,,,,,,,,
1018,pork,citrus fruit,UHT-milk,brown bread,soda,bottled beer,canned beer,long life bakery product,,,,,,,,,,,,,,,
1019,beverages,rolls/buns,soda,misc. beverages,liqueur,cake bar,,,,,,,,,,,,,,,,,
1020,sausage,rolls/buns,soda,,,,,,,,,,,,,,,,,,,,
1021,sausage,citrus fruit,whole milk,yogurt,rolls/buns,bottled water,soda,napkins,,,,,,,,,,,,,,,
1022,root vegetables,whole milk,butter,yogurt,cream cheese ,frozen fish,shopping bags,,,,,,,,,,,,,,,,
1023,whole milk,cream cheese ,,,,,,,,,,,,,,,,,,,,,
1024,frankfurter,turkey,root vegetables,other vegetables,yogurt,rolls/buns,pastry,ready soups,,,,,,,,,,,,,,,
1025,soda,shopping bags,,,,,,,,,,,,,,,,,,,,,
1026,soda,bottled beer,,,,,,,,,,,,,,,,,,,,,
1027,frankfurter,popcorn,,,,,,,,,,,,,,,,,,,,,
1028,berries,whole milk,whipped/sour cream,pickled vegetables,detergent,newspapers,,,,,,,,,,,,,,,,,
1029,canned beer,,,,,,,,,,,,,,,,,,,,,,
1030,frankfurter,pork,white bread,canned vegetables,soda,,,,,,,,,,,,,,,,,,
1031,frankfurter,hamburger meat,whole milk,butter,curd,flour,rice,oil,sugar,mustard,salty snack,chocolate,chocolate marshmallow,dish cleaner,dental care,,,,,,,,
1032,berries,root vegetables,whole milk,beverages,sugar,soups,coffee,shopping bags,,,,,,,,,,,,,,,
1033,frankfurter,rolls/buns,,,,,,,,,,,,,,,,,,,,,
1034,newspapers,,,,,,,,,,,,,,,,,,,,,,
1035,frozen fish,newspapers,,,,,,,,,,,,,,,,,,,,,
1036,tropical fruit,newspapers,,,,,,,,,,,,,,,,,,,,,
1037,breadbutterjam,grapes,berries,whole milk,yogurt,rolls/buns,newspapers,pot plants,,,,,,,,,,,,,,,
1038,rolls/buns,coffee,instant coffee,salty snack,specialty chocolate,,,,,,,,,,,,,,,,,,
1039,specialty chocolate,pot plants,,,,,,,,,,,,,,,,,,,,,
1040,sparkling wine,dish cleaner,,,,,,,,,,,,,,,,,,,,,
1041,citrus fruit,napkins,shopping bags,,,,,,,,,,,,,,,,,,,,
1042,onions,herbs,bottled beer,,,,,,,,,,,,,,,,,,,,
1043,whole milk,pastry,detergent,candles,,,,,,,,,,,,,,,,,,,
1044,photo/film,,,,,,,,,,,,,,,,,,,,,,
1045,hamburger meat,,,,,,,,,,,,,,,,,,,,,,
1046,other vegetables,whole milk,white bread,chewing gum,,,,,,,,,,,,,,,,,,,
1047,whole milk,rolls/buns,shopping bags,,,,,,,,,,,,,,,,,,,,
1048,pork,tropical fruit,grapes,hard cheese,soda,napkins,shopping bags,,,,,,,,,,,,,,,,
1049,tropical fruit,grapes,berries,other vegetables,whole milk,butter,dessert,yogurt,whipped/sour cream,ice cream,pastry,salt,baking powder,bottled water,misc. beverages,fruit/vegetable juice,canned beer,specialty chocolate,pot plants,,,,
1050,chicken,pork,citrus fruit,other vegetables,whipped/sour cream,white bread,chewing gum,pot plants,,,,,,,,,,,,,,,
1051,other vegetables,chewing gum,,,,,,,,,,,,,,,,,,,,,
1052,sausage,bottled water,red/blush wine,,,,,,,,,,,,,,,,,,,,
1053,whole milk,whipped/sour cream,baking powder,,,,,,,,,,,,,,,,,,,,
1054,rolls/buns,coffee,,,,,,,,,,,,,,,,,,,,,
1055,hygiene articles,,,,,,,,,,,,,,,,,,,,,,
1056,ice cream,newspapers,,,,,,,,,,,,,,,,,,,,,
1057,curd,whipped/sour cream,domestic eggs,flour,misc. beverages,newspapers,,,,,,,,,,,,,,,,,
1058,whole milk,frozen meals,newspapers,,,,,,,,,,,,,,,,,,,,
1059,onions,whole milk,dessert,domestic eggs,rolls/buns,white bread,coffee,bottled water,,,,,,,,,,,,,,,
1060,finished products,organic sausage,sliced cheese,white bread,fruit/vegetable juice,,,,,,,,,,,,,,,,,,
1061,salt,dog food,long life bakery product,,,,,,,,,,,,,,,,,,,,
1062,tropical fruit,root vegetables,other vegetables,domestic eggs,white bread,brown bread,canned vegetables,soda,fruit/vegetable juice,rum,,,,,,,,,,,,,
1063,other vegetables,whole milk,yogurt,,,,,,,,,,,,,,,,,,,,
1064,chocolate,,,,,,,,,,,,,,,,,,,,,,
1065,ice cream,,,,,,,,,,,,,,,,,,,,,,
1066,tropical fruit,oil,cat food,,,,,,,,,,,,,,,,,,,,
1067,frankfurter,citrus fruit,whole milk,yogurt,sliced cheese,specialty cheese,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,
1068,butter,pasta,canned fish,softener,flower (seeds),,,,,,,,,,,,,,,,,,
1069,other vegetables,butter milk,frozen fish,salty snack,,,,,,,,,,,,,,,,,,,
1070,tropical fruit,pastry,canned beer,chocolate,,,,,,,,,,,,,,,,,,,
1071,citrus fruit,root vegetables,packaged fruit/vegetables,yogurt,sliced cheese,rolls/buns,white bread,brown bread,zwieback,,,,,,,,,,,,,,
1072,UHT-milk,salt,soda,specialty chocolate,shopping bags,,,,,,,,,,,,,,,,,,
1073,breadbutterjam,,,,,,,,,,,,,,,,,,,,,,
1074,curd,yogurt,spread cheese,sugar,canned vegetables,,,,,,,,,,,,,,,,,,
1075,citrus fruit,other vegetables,whole milk,dessert,yogurt,frozen vegetables,fruit/vegetable juice,bottled beer,salty snack,,,,,,,,,,,,,,
1076,yogurt,brown bread,bottled beer,white wine,,,,,,,,,,,,,,,,,,,
1077,bottled beer,liquor,red/blush wine,,,,,,,,,,,,,,,,,,,,
1078,grapes,,,,,,,,,,,,,,,,,,,,,,
1079,pork,other vegetables,soda,,,,,,,,,,,,,,,,,,,,
1080,sausage,citrus fruit,berries,other vegetables,whole milk,yogurt,whipped/sour cream,cream cheese ,frozen vegetables,domestic eggs,pastry,margarine,soups,canned fish,chocolate,candy,napkins,,,,,,
1081,frankfurter,chicken,pork,tropical fruit,root vegetables,other vegetables,yogurt,UHT-milk,mayonnaise,brown bread,pastry,flour,mustard,coffee,cocoa drinks,fruit/vegetable juice,salty snack,long life bakery product,chocolate,seasonal products,,,
1082,artif. sweetener,soda,photo/film,,,,,,,,,,,,,,,,,,,,
1083,frankfurter,onions,butter,processed cheese,rolls/buns,coffee,bottled beer,,,,,,,,,,,,,,,,
1084,pip fruit,root vegetables,dessert,yogurt,domestic eggs,shopping bags,,,,,,,,,,,,,,,,,
1085,frankfurter,whole milk,coffee,detergent,,,,,,,,,,,,,,,,,,,
1086,whole milk,newspapers,,,,,,,,,,,,,,,,,,,,,
1087,domestic eggs,hygiene articles,photo/film,flower soil/fertilizer,,,,,,,,,,,,,,,,,,,
1088,packaged fruit/vegetables,dessert,mayonnaise,oil,soda,waffles,chocolate,flower (seeds),shopping bags,,,,,,,,,,,,,,
1089,chicken,other vegetables,whipped/sour cream,frozen vegetables,bottled water,long life bakery product,,,,,,,,,,,,,,,,,
1090,pork,whole milk,curd,yogurt,whipped/sour cream,cream cheese ,domestic eggs,white bread,sugar,baking powder,coffee,cocoa drinks,salty snack,waffles,candy,napkins,,,,,,,
1091,citrus fruit,other vegetables,whole milk,curd,yogurt,whipped/sour cream,cream cheese ,pastry,vinegar,oil,coffee,long life bakery product,detergent,cleaner,napkins,newspapers,,,,,,,
1092,light bulbs,,,,,,,,,,,,,,,,,,,,,,
1093,cream cheese ,margarine,tea,,,,,,,,,,,,,,,,,,,,
1094,sausage,curd,frozen meals,domestic eggs,cake bar,seasonal products,detergent,cleaner,house keeping products,pot plants,shopping bags,,,,,,,,,,,,
1095,citrus fruit,onions,,,,,,,,,,,,,,,,,,,,,
1096,other vegetables,whipped/sour cream,roll products ,,,,,,,,,,,,,,,,,,,,
1097,chicken,tropical fruit,pip fruit,root vegetables,other vegetables,whole milk,butter,yogurt,whipped/sour cream,hard cheese,frozen vegetables,frozen fish,domestic eggs,white bread,rice,specialty fat,dog food,bottled water,fruit/vegetable juice,long life bakery product,softener,napkins,cling film/bags
1098,ice cream,,,,,,,,,,,,,,,,,,,,,,
1099,pork,breadbutterjam,ice cream,rolls/buns,newspapers,,,,,,,,,,,,,,,,,,
1100,pork,tropical fruit,other vegetables,yogurt,semi-finished bread,flour,margarine,artif. sweetener,organic products,chocolate marshmallow,,,,,,,,,,,,,
